n, mean, var, SE_mean, SE_var, mean_lower95, mean_upper95, var_lower95, var_upper95
100,-0.611292,1.688034,0.129924,0.239927,-0.865944,-0.356640,1.217778,2.158291
100,-0.731964,2.402601,0.155003,0.341491,-1.035771,-0.428158,1.733279,3.071923
100,-0.729467,2.136520,0.146168,0.303672,-1.015957,-0.442977,1.541323,2.731716
100,-0.579325,2.526375,0.158946,0.359083,-0.890859,-0.267791,1.822572,3.230178
100,-0.505206,1.973594,0.140485,0.280514,-0.780556,-0.229856,1.423786,2.523402
100,-0.779437,2.104983,0.145086,0.299189,-1.063805,-0.495069,1.518572,2.691394
100,-0.480536,2.196396,0.148202,0.312182,-0.771013,-0.190060,1.584519,2.808273
100,-0.585811,2.434801,0.156038,0.346067,-0.891646,-0.279975,1.756508,3.113093
100,-0.334338,2.274495,0.150814,0.323283,-0.629934,-0.038742,1.640861,2.908129
100,-0.358562,2.182049,0.147718,0.310143,-0.648088,-0.069035,1.574169,2.789929
100,-0.467000,1.750222,0.132296,0.248766,-0.726300,-0.207699,1.262641,2.237803
100,-0.386053,1.764673,0.132841,0.250820,-0.646421,-0.125685,1.273066,2.256280
100,-0.793280,1.905967,0.138057,0.270902,-1.063871,-0.522688,1.374998,2.436935
100,-0.454125,2.389602,0.154583,0.339643,-0.757108,-0.151141,1.723901,3.055303
100,-0.373226,2.336466,0.152855,0.332091,-0.672822,-0.073631,1.685568,2.987364
100,-0.418149,2.210816,0.148688,0.314232,-0.709577,-0.126720,1.594922,2.826710
100,-0.512311,2.313701,0.152109,0.328855,-0.810444,-0.214179,1.669145,2.958257
100,-0.113792,1.937996,0.139212,0.275455,-0.386648,0.159063,1.398105,2.477887
100,-0.777148,2.195943,0.148187,0.312118,-1.067595,-0.486701,1.584193,2.807694
100,-0.434191,2.382553,0.154355,0.338641,-0.736727,-0.131655,1.718816,3.046289
100,-0.342386,2.990907,0.172942,0.425109,-0.681353,-0.003418,2.157693,3.824120
100,-0.646024,1.813170,0.134654,0.257713,-0.909945,-0.382102,1.308053,2.318288
100,-0.427125,2.021060,0.142164,0.287261,-0.705766,-0.148483,1.458028,2.584091
100,-0.343512,1.678158,0.129544,0.238523,-0.597418,-0.089607,1.210653,2.145663
100,-0.343933,1.810845,0.134568,0.257382,-0.607685,-0.080180,1.306376,2.315314
100,-0.572664,1.626119,0.127519,0.231126,-0.822602,-0.322726,1.173111,2.079127
100,-0.321763,2.062893,0.143628,0.293207,-0.603273,-0.040253,1.488207,2.637578
100,-0.385300,2.267137,0.150570,0.322237,-0.680417,-0.090183,1.635553,2.898721
100,-0.454692,2.406188,0.155119,0.342001,-0.758725,-0.150659,1.735867,3.076510
100,-0.624831,2.247510,0.149917,0.319447,-0.918668,-0.330993,1.621394,2.873626
100,-0.645561,2.437286,0.156118,0.346421,-0.951552,-0.339569,1.758301,3.116271
100,-0.342491,2.049786,0.143171,0.291344,-0.623106,-0.061876,1.478752,2.620820
100,-0.451088,1.886949,0.137366,0.268199,-0.720325,-0.181850,1.361278,2.412619
100,-0.722821,2.207570,0.148579,0.313770,-1.014035,-0.431606,1.592580,2.822560
100,-0.543162,2.079967,0.144221,0.295634,-0.825835,-0.260489,1.500525,2.659408
100,-0.360780,1.800075,0.134167,0.255851,-0.623747,-0.097813,1.298606,2.301543
100,-0.493042,1.880095,0.137117,0.267225,-0.761791,-0.224294,1.356334,2.403856
100,-0.340653,1.958769,0.139956,0.278407,-0.614967,-0.066339,1.413091,2.504447
100,-0.320984,1.867597,0.136660,0.265449,-0.588838,-0.053130,1.347317,2.387876
100,-0.769349,2.232961,0.149431,0.317379,-1.062234,-0.476465,1.610898,2.855024
100,-0.739354,2.060444,0.143542,0.292859,-1.020697,-0.458010,1.486441,2.634448
100,-0.420088,2.128866,0.145906,0.302584,-0.706064,-0.134111,1.535802,2.721931
100,-0.333727,1.788699,0.133742,0.254235,-0.595862,-0.071592,1.290399,2.286999
100,-0.673243,2.321956,0.152380,0.330029,-0.971908,-0.374579,1.675101,2.968812
100,-0.676229,1.536390,0.123951,0.218373,-0.919174,-0.433285,1.108379,1.964401
100,-0.633928,1.628455,0.127611,0.231458,-0.884045,-0.383810,1.174796,2.082113
100,-0.195555,2.223608,0.149118,0.316050,-0.487825,0.096716,1.604151,2.843066
100,-0.489645,1.346383,0.116034,0.191367,-0.717071,-0.262219,0.971304,1.721461
100,-0.761152,1.908096,0.138134,0.271205,-1.031894,-0.490410,1.376534,2.439657
100,-0.754297,2.548434,0.159638,0.362219,-1.067188,-0.441406,1.838486,3.258383
100,-0.362993,1.838342,0.135585,0.261291,-0.628740,-0.097245,1.326213,2.350472
100,-0.673973,1.902165,0.137919,0.270362,-0.944294,-0.403652,1.372255,2.432074
100,-0.280851,1.795990,0.134015,0.255271,-0.543519,-0.018182,1.295659,2.296321
100,-0.418855,1.696093,0.130234,0.241072,-0.674114,-0.163596,1.223591,2.168594
100,-0.463000,2.144311,0.146435,0.304779,-0.750012,-0.175988,1.546944,2.741678
100,-0.681196,2.153638,0.146753,0.306105,-0.968831,-0.393560,1.553673,2.753604
100,-0.385561,1.467322,0.121133,0.208556,-0.622982,-0.148140,1.058552,1.876092
100,-0.570447,1.958885,0.139960,0.278424,-0.844769,-0.296125,1.413174,2.504595
100,-0.570222,2.376723,0.154166,0.337813,-0.872387,-0.268056,1.714610,3.038836
100,-0.688913,1.475033,0.121451,0.209652,-0.926956,-0.450869,1.064115,1.885951
100,-0.306924,2.087502,0.144482,0.296705,-0.590108,-0.023739,1.505961,2.669043
100,-0.513284,1.988144,0.141002,0.282582,-0.789648,-0.236921,1.434282,2.542006
100,-0.425806,1.668361,0.129165,0.237130,-0.678970,-0.172643,1.203585,2.133137
100,-0.270444,2.226669,0.149220,0.316485,-0.562915,0.022028,1.606358,2.846979
100,-0.356410,1.579580,0.125681,0.224512,-0.602745,-0.110075,1.139537,2.019623
100,-0.542532,2.369390,0.153928,0.336770,-0.844231,-0.240832,1.709320,3.029460
100,-0.462326,2.865331,0.169273,0.407260,-0.794101,-0.130551,2.067101,3.663561
100,-0.946190,1.997100,0.141319,0.283855,-1.223175,-0.669205,1.440743,2.553456
100,-0.382261,2.329059,0.152613,0.331038,-0.681382,-0.083141,1.680224,2.977894
100,-0.278065,2.048820,0.143137,0.291207,-0.558614,0.002483,1.478055,2.619585
100,-0.404804,2.236425,0.149547,0.317872,-0.697915,-0.111692,1.613397,2.859454
100,-0.478632,2.186150,0.147856,0.310726,-0.768430,-0.188833,1.577128,2.795173
100,-0.818310,2.080345,0.144234,0.295687,-1.101009,-0.535612,1.500798,2.659892
100,-0.287645,1.907929,0.138128,0.271181,-0.558376,-0.016915,1.376414,2.439444
100,-0.676068,1.775121,0.133234,0.252305,-0.937206,-0.414930,1.280604,2.269639
100,-0.578936,2.201547,0.148376,0.312914,-0.869753,-0.288119,1.588235,2.814859
100,-0.329272,1.907101,0.138098,0.271063,-0.599944,-0.058600,1.375816,2.438385
100,-0.219631,2.380087,0.154275,0.338291,-0.522011,0.082748,1.717037,3.043137
100,-0.552417,1.631562,0.127733,0.231900,-0.802772,-0.302061,1.177037,2.086086
100,-0.490630,1.864995,0.136565,0.265079,-0.758297,-0.222963,1.345441,2.384550
100,-0.221589,1.715130,0.130963,0.243778,-0.478276,0.035099,1.237325,2.192935
100,-0.826347,2.153491,0.146748,0.306084,-1.113972,-0.538721,1.553567,2.753415
100,-0.476377,2.374024,0.154079,0.337429,-0.778372,-0.174383,1.712663,3.035385
100,-0.581551,1.950331,0.139654,0.277208,-0.855273,-0.307828,1.407003,2.493659
100,-0.635052,1.910228,0.138211,0.271508,-0.905945,-0.364158,1.378073,2.442384
100,-0.705116,2.426760,0.155781,0.344925,-1.010446,-0.399786,1.750707,3.102812
100,-0.398462,2.290207,0.151334,0.325516,-0.695077,-0.101846,1.652196,2.928218
100,-0.555803,1.835995,0.135499,0.260957,-0.821381,-0.290225,1.324519,2.347471
100,-0.404143,1.660142,0.128846,0.235962,-0.656682,-0.151604,1.197656,2.122628
100,-0.344956,1.327800,0.115230,0.188725,-0.570808,-0.119105,0.957899,1.697702
100,-0.421960,1.984354,0.140867,0.282044,-0.698059,-0.145860,1.431548,2.537160
100,-0.652282,1.952029,0.139715,0.277449,-0.926123,-0.378440,1.408229,2.495830
100,-0.474219,1.897590,0.137753,0.269712,-0.744215,-0.204223,1.368955,2.426225
100,-0.488157,1.855202,0.136206,0.263687,-0.755120,-0.221194,1.338376,2.372028
100,-0.366933,1.602145,0.126576,0.227719,-0.615022,-0.118845,1.155816,2.048474
100,-0.273891,2.195108,0.148159,0.311999,-0.564282,0.016501,1.583590,2.806626
100,-0.295609,2.451561,0.156575,0.348450,-0.602495,0.011277,1.768600,3.134522
100,-0.473077,1.976068,0.140573,0.280866,-0.748599,-0.197554,1.425571,2.526566
100,-0.687257,1.755572,0.132498,0.249526,-0.946953,-0.427561,1.266501,2.244644
100,-0.431826,2.071262,0.143919,0.294396,-0.713907,-0.149745,1.494245,2.648279
100,-0.661477,2.287578,0.151247,0.325142,-0.957922,-0.365032,1.650299,2.924856
100,-0.530927,1.700529,0.130404,0.241703,-0.786520,-0.275335,1.226792,2.174267
100,-0.452665,2.056915,0.143419,0.292357,-0.733767,-0.171563,1.483895,2.629935
100,-0.463781,2.537564,0.159297,0.360674,-0.776004,-0.151558,1.830644,3.244485
100,-0.296485,1.909990,0.138202,0.271474,-0.567362,-0.025608,1.377900,2.442079
100,-0.489774,2.175630,0.147500,0.309231,-0.778874,-0.200674,1.569538,2.781722
100,-0.454705,1.686383,0.129861,0.239692,-0.709232,-0.200178,1.216587,2.156180
100,-0.450565,1.932826,0.139026,0.274720,-0.723057,-0.178074,1.394375,2.471278
100,-0.408349,2.134222,0.146090,0.303345,-0.694685,-0.122013,1.539666,2.728779
100,-0.587925,1.518443,0.123225,0.215822,-0.829446,-0.346404,1.095432,1.941454
100,-0.643524,1.883376,0.137236,0.267691,-0.912507,-0.374541,1.358701,2.408052
100,-0.480321,2.136169,0.146156,0.303622,-0.766787,-0.193854,1.541070,2.731267
100,-0.424479,2.048054,0.143110,0.291098,-0.704975,-0.143983,1.477502,2.618605
100,-0.622616,2.168147,0.147246,0.308167,-0.911219,-0.334013,1.564140,2.772155
100,-0.572011,2.161534,0.147022,0.307227,-0.860174,-0.283849,1.559369,2.763699
100,-0.433577,1.820659,0.134932,0.258777,-0.698043,-0.169111,1.313455,2.327862
100,-0.299481,1.523808,0.123443,0.216585,-0.541429,-0.057534,1.099302,1.948314
100,-0.600049,1.622484,0.127377,0.230610,-0.849707,-0.350390,1.170488,2.074479
100,-0.644374,2.404572,0.155067,0.341771,-0.948305,-0.340443,1.734701,3.074443
100,-0.850183,1.914791,0.138376,0.272156,-1.121400,-0.578966,1.381364,2.448217
100,-0.444494,1.994781,0.141237,0.283526,-0.721318,-0.167670,1.439070,2.550491
100,-0.441024,1.813689,0.134673,0.257786,-0.704984,-0.177065,1.308427,2.318950
100,-0.446747,2.282417,0.151077,0.324409,-0.742857,-0.150636,1.646576,2.918258
100,-0.547769,2.135167,0.146122,0.303479,-0.834168,-0.261370,1.540347,2.729987
100,-0.316145,2.183051,0.147752,0.310285,-0.605738,-0.026552,1.574892,2.791210
100,-0.463066,2.545147,0.159535,0.361751,-0.775755,-0.150378,1.836114,3.254180
100,-0.335173,1.447641,0.120318,0.205759,-0.570996,-0.099350,1.044354,1.850928
100,-0.692549,2.177249,0.147555,0.309461,-0.981757,-0.403341,1.570706,2.783792
100,-0.418673,1.856565,0.136256,0.263881,-0.685734,-0.151611,1.339359,2.373771
100,-0.502479,1.934160,0.139074,0.274909,-0.775064,-0.229894,1.395337,2.472982
100,-0.545429,2.758030,0.166073,0.392009,-0.870933,-0.219926,1.989692,3.526368
100,-0.462444,1.824608,0.135078,0.259338,-0.727197,-0.197691,1.316305,2.332911
100,-0.549271,1.604999,0.126689,0.228125,-0.797581,-0.300961,1.157875,2.052124
100,-0.559995,2.236998,0.149566,0.317953,-0.853144,-0.266846,1.613810,2.860185
100,-0.655290,2.252942,0.150098,0.320219,-0.949482,-0.361098,1.625312,2.880572
100,-0.452217,1.874410,0.136909,0.266417,-0.720558,-0.183875,1.352232,2.396587
100,-0.547507,1.579681,0.125685,0.224526,-0.793850,-0.301163,1.139610,2.019752
100,-0.516685,1.894937,0.137657,0.269335,-0.786492,-0.246878,1.367041,2.422833
100,-0.271565,1.924393,0.138722,0.273521,-0.543461,0.000331,1.388291,2.460495
100,-0.512475,1.930423,0.138940,0.274378,-0.784797,-0.240154,1.392641,2.468204
100,-0.518215,1.950392,0.139656,0.277217,-0.791941,-0.244488,1.407047,2.493737
100,-0.519045,2.006654,0.141656,0.285213,-0.796692,-0.241399,1.447636,2.565672
100,-0.603982,1.806747,0.134415,0.256800,-0.867436,-0.340528,1.303420,2.310075
100,-0.180597,1.746706,0.132163,0.248266,-0.439637,0.078442,1.260105,2.233308
100,-0.381905,1.674533,0.129404,0.238008,-0.635536,-0.128273,1.208038,2.141029
100,-0.321485,2.016866,0.142016,0.286665,-0.599837,-0.043133,1.455003,2.578730
100,-0.616044,1.690901,0.130035,0.240334,-0.870912,-0.361176,1.219846,2.161956
100,-0.481227,1.880425,0.137129,0.267272,-0.749999,-0.212455,1.356572,2.404278
100,-0.623697,2.025997,0.142338,0.287963,-0.902678,-0.344715,1.461590,2.590404
100,-0.514639,1.863764,0.136520,0.264904,-0.782217,-0.247060,1.344552,2.382975
100,-0.669058,2.278557,0.150949,0.323860,-0.964917,-0.373198,1.643791,2.913322
100,-0.536721,1.836580,0.135520,0.261040,-0.802341,-0.271100,1.324942,2.348219
100,-0.610754,1.991447,0.141119,0.283052,-0.887347,-0.334162,1.436665,2.546229
100,-0.496086,1.859932,0.136379,0.264359,-0.763389,-0.228782,1.341788,2.378076
100,-0.412925,1.182760,0.108755,0.168110,-0.626084,-0.199766,0.853264,1.512256
100,-0.543943,1.518594,0.123231,0.215844,-0.785476,-0.302410,1.095540,1.941647
100,-0.316991,2.139336,0.146265,0.304072,-0.603670,-0.030312,1.543355,2.735317
100,-0.387560,1.786470,0.133659,0.253918,-0.649532,-0.125589,1.288791,2.284149
100,-0.505733,2.350337,0.153308,0.334062,-0.806216,-0.205249,1.695575,3.005099
100,-0.453502,2.184669,0.147806,0.310515,-0.743203,-0.163802,1.576059,2.793280
100,-0.342113,2.269889,0.150662,0.322628,-0.637410,-0.046817,1.637538,2.902240
100,-0.516043,1.855950,0.136233,0.263793,-0.783060,-0.249026,1.338915,2.372985
100,-0.452300,2.245970,0.149866,0.319228,-0.746036,-0.158563,1.620282,2.871657
100,-0.528247,2.182233,0.147724,0.310169,-0.817785,-0.238708,1.574302,2.790164
100,-0.335974,2.119993,0.145602,0.301323,-0.621354,-0.050594,1.529401,2.710586
100,-0.640823,1.901013,0.137877,0.270198,-0.911063,-0.370584,1.371425,2.430602
100,-0.607815,1.842916,0.135754,0.261941,-0.873893,-0.341738,1.329513,2.356320
100,-0.667377,1.997468,0.141332,0.283908,-0.944387,-0.390366,1.441009,2.553928
100,-0.480613,2.288204,0.151268,0.325231,-0.777099,-0.184128,1.650751,2.925657
100,-0.510434,1.576914,0.125575,0.224133,-0.756561,-0.264306,1.137614,2.016214
100,-0.502383,1.990103,0.141071,0.282861,-0.778882,-0.225884,1.435695,2.544510
100,-0.649782,1.995059,0.141247,0.283565,-0.926626,-0.372939,1.439271,2.550847
100,-0.274423,2.868406,0.169364,0.407697,-0.606376,0.057530,2.069319,3.667493
100,-0.590589,1.923141,0.138677,0.273343,-0.862397,-0.318781,1.387388,2.458894
100,-0.512832,1.971437,0.140408,0.280208,-0.788031,-0.237632,1.422230,2.520645
100,-0.467263,2.267791,0.150592,0.322330,-0.762423,-0.172103,1.636025,2.899558
100,-0.667344,1.905836,0.138052,0.270884,-0.937926,-0.396762,1.374904,2.436769
100,-0.642153,1.556196,0.124748,0.221188,-0.886658,-0.397648,1.122667,1.989725
100,-0.394668,1.540008,0.124097,0.218887,-0.637898,-0.151438,1.110989,1.969027
100,-0.649664,1.612517,0.126985,0.229193,-0.898554,-0.400773,1.163298,2.061736
100,-0.359889,2.855856,0.168993,0.405914,-0.691114,-0.028663,2.060265,3.651447
100,-0.482828,1.951003,0.139678,0.277303,-0.756598,-0.209059,1.407488,2.494517
100,-0.448604,1.511902,0.122959,0.214892,-0.689605,-0.207604,1.090713,1.933091
100,-0.366480,1.889382,0.137455,0.268545,-0.635891,-0.097069,1.363034,2.415730
100,-0.515548,2.172302,0.147387,0.308758,-0.804427,-0.226669,1.567137,2.777467
100,-0.217340,2.090538,0.144587,0.297136,-0.500731,0.066050,1.508151,2.672925
100,-0.547779,2.079893,0.144218,0.295623,-0.830447,-0.265111,1.500471,2.659314
100,-0.463884,2.661026,0.163127,0.378222,-0.783612,-0.144156,1.919712,3.402341
100,-0.642138,1.642415,0.128157,0.233443,-0.893325,-0.390951,1.184868,2.099963
100,-0.497033,1.759547,0.132648,0.250091,-0.757023,-0.237043,1.269368,2.249725
100,-0.720186,1.841585,0.135705,0.261752,-0.986168,-0.454205,1.328552,2.354618
100,-0.478691,2.106947,0.145153,0.299468,-0.763192,-0.194191,1.519989,2.693905
100,-0.613218,2.071837,0.143939,0.294478,-0.895338,-0.331098,1.494660,2.649015
100,-0.421218,2.164863,0.147135,0.307700,-0.709602,-0.132834,1.561770,2.767955
100,-0.631685,2.322371,0.152393,0.330087,-0.930375,-0.332994,1.675400,2.969342
100,-0.599250,1.669220,0.129198,0.237253,-0.852479,-0.346022,1.204205,2.134235
100,-0.811855,1.535805,0.123928,0.218290,-1.054753,-0.568957,1.107957,1.963653
100,-0.530286,1.930812,0.138954,0.274434,-0.802635,-0.257937,1.392922,2.468703
100,-0.421535,2.204552,0.148477,0.313341,-0.712550,-0.130519,1.590403,2.818701
100,-0.356571,1.686201,0.129854,0.239666,-0.611084,-0.102057,1.216455,2.155947
100,-0.336195,1.976431,0.140586,0.280918,-0.611742,-0.060647,1.425833,2.527030
100,-0.535429,1.966219,0.140222,0.279466,-0.810264,-0.260594,1.418465,2.513972
100,-0.545159,1.920551,0.138584,0.272975,-0.816784,-0.273534,1.385520,2.455583
100,-0.491016,2.160201,0.146976,0.307038,-0.779089,-0.202942,1.558407,2.761995
100,-0.286168,1.883193,0.137229,0.267665,-0.555138,-0.017199,1.358569,2.407817
100,-0.478508,1.820943,0.134942,0.258818,-0.742995,-0.214021,1.313661,2.328226
100,-0.429801,1.908044,0.138132,0.271198,-0.700539,-0.159062,1.376497,2.439591
100,-0.572104,2.188478,0.147935,0.311057,-0.862056,-0.282151,1.578807,2.798150
100,-0.465974,2.082952,0.144324,0.296058,-0.748850,-0.183098,1.502679,2.663226
100,-0.668768,1.595672,0.126320,0.226799,-0.916355,-0.421181,1.151146,2.040198
100,-0.595965,1.545268,0.124309,0.219635,-0.839610,-0.352320,1.114784,1.975753
100,-0.515296,1.804278,0.134323,0.256449,-0.778570,-0.252022,1.301638,2.306918
100,-0.694124,2.193544,0.148106,0.311777,-0.984412,-0.403836,1.582462,2.804627
100,-0.491560,2.455885,0.156713,0.349064,-0.798717,-0.184403,1.771719,3.140050
100,-0.401248,1.783427,0.133545,0.253485,-0.662996,-0.139500,1.286596,2.280258
100,-0.524714,2.076120,0.144087,0.295087,-0.807126,-0.242303,1.497750,2.654491
100,-0.277369,1.870206,0.136755,0.265819,-0.545410,-0.009328,1.349200,2.391212
100,-0.252038,2.051521,0.143231,0.291590,-0.532771,0.028695,1.480003,2.623038
100,-0.388303,1.943879,0.139423,0.276291,-0.661573,-0.115034,1.402349,2.485410
100,-0.205984,1.939622,0.139270,0.275686,-0.478954,0.066985,1.399278,2.479967
100,-0.482359,1.707136,0.130657,0.242642,-0.738447,-0.226270,1.231558,2.182714
100,-0.554166,1.882141,0.137191,0.267516,-0.823061,-0.285272,1.357810,2.406472
100,-0.010874,2.153993,0.146765,0.306155,-0.298534,0.276785,1.553928,2.754057
100,-0.654558,2.357580,0.153544,0.335092,-0.955505,-0.353612,1.700800,3.014360
100,-0.416723,1.335743,0.115574,0.189854,-0.643249,-0.190197,0.963628,1.707857
100,-0.495974,1.991705,0.141128,0.283089,-0.772584,-0.219363,1.436852,2.546559
100,-0.713112,2.200432,0.148339,0.312756,-1.003856,-0.422369,1.587431,2.813433
100,-0.370732,1.706052,0.130616,0.242488,-0.626739,-0.114725,1.230776,2.181328
100,-0.521684,1.717514,0.131054,0.244117,-0.778549,-0.264818,1.239045,2.195983
100,-0.602023,2.093047,0.144674,0.297493,-0.885583,-0.318463,1.509961,2.676133
100,-0.637484,1.747963,0.132211,0.248445,-0.896617,-0.378352,1.261011,2.234914
100,-0.614962,1.763822,0.132809,0.250699,-0.875268,-0.354656,1.272453,2.255192
100,-0.505051,2.322431,0.152395,0.330096,-0.803746,-0.206356,1.675443,2.969419
100,-0.568071,1.749042,0.132251,0.248598,-0.827284,-0.308859,1.261790,2.236294
100,-0.633334,2.009360,0.141752,0.285598,-0.911168,-0.355501,1.449588,2.569132
100,-0.453535,2.526999,0.158965,0.359172,-0.765107,-0.141963,1.823022,3.230976
100,-0.582618,1.834167,0.135431,0.260697,-0.848064,-0.317173,1.323200,2.345133
100,-0.518786,2.157704,0.146891,0.306683,-0.806693,-0.230879,1.556606,2.758802
100,-0.854665,2.022992,0.142232,0.287536,-1.133439,-0.575890,1.459423,2.586562
100,-0.515324,1.839311,0.135621,0.261428,-0.781142,-0.249507,1.326912,2.351711
100,-0.437904,1.916436,0.138435,0.272390,-0.709237,-0.166570,1.382551,2.450321
100,-0.541173,2.047737,0.143099,0.291053,-0.821648,-0.260699,1.477274,2.618200
100,-0.559092,2.436391,0.156089,0.346294,-0.865027,-0.253156,1.757656,3.115127
100,-0.452216,2.303316,0.151767,0.327379,-0.749679,-0.154753,1.661653,2.944980
100,-0.367969,2.148867,0.146590,0.305427,-0.655285,-0.080652,1.550231,2.747503
100,-0.359446,1.727917,0.131450,0.245595,-0.617088,-0.101803,1.246550,2.209285
100,-0.445929,2.275630,0.150852,0.323444,-0.741599,-0.150259,1.641679,2.909580
100,-0.390509,2.350678,0.153319,0.334111,-0.691015,-0.090003,1.695821,3.005535
100,-0.611619,2.104230,0.145060,0.299082,-0.895936,-0.327302,1.518029,2.690431
100,-0.577234,2.081440,0.144272,0.295843,-0.860007,-0.294461,1.501588,2.661292
100,-0.698889,2.102422,0.144997,0.298825,-0.983084,-0.414694,1.516725,2.688120
100,-0.476407,1.986415,0.140940,0.282337,-0.752650,-0.200164,1.433035,2.539795
100,-0.508240,1.853742,0.136152,0.263479,-0.775098,-0.241382,1.337323,2.370162
100,-0.450866,2.255569,0.150186,0.320593,-0.745230,-0.156503,1.627208,2.883931
100,-0.570476,1.660493,0.128860,0.236012,-0.823041,-0.317910,1.197909,2.123077
100,-0.446818,1.904166,0.137992,0.270646,-0.717282,-0.176355,1.373699,2.434633
100,-0.971806,2.134964,0.146115,0.303451,-1.258191,-0.685420,1.540201,2.729727
100,-0.500416,2.277587,0.150917,0.323722,-0.796213,-0.204619,1.643091,2.912082
100,-0.408921,2.023992,0.142267,0.287678,-0.687765,-0.130078,1.460144,2.587840
100,-0.565028,2.212606,0.148748,0.314486,-0.856574,-0.273481,1.596213,2.828998
100,-0.408715,1.945360,0.139476,0.276501,-0.682089,-0.135342,1.403417,2.487303
100,-0.403189,1.964587,0.140164,0.279234,-0.677910,-0.128468,1.417288,2.511886
100,-0.569689,2.078097,0.144156,0.295368,-0.852235,-0.287143,1.499176,2.657018
100,-0.648042,2.614093,0.161682,0.371551,-0.964938,-0.331146,1.885853,3.342333
100,-0.641082,1.697976,0.130306,0.241340,-0.896482,-0.385681,1.224950,2.171002
100,-0.336600,2.003617,0.141549,0.284782,-0.614037,-0.059164,1.445445,2.561789
100,-0.659060,2.106754,0.145147,0.299441,-0.943547,-0.374573,1.519850,2.693658
100,-0.428740,1.857656,0.136296,0.264036,-0.695880,-0.161600,1.340146,2.375166
100,-0.479225,2.106896,0.145152,0.299461,-0.763722,-0.194728,1.519952,2.693840
100,-0.401360,1.610229,0.126895,0.228868,-0.650074,-0.152646,1.161648,2.058810
100,-0.416840,1.975036,0.140536,0.280719,-0.692291,-0.141390,1.424826,2.525246
100,-0.190442,1.950440,0.139658,0.277223,-0.464172,0.083288,1.407082,2.493798
100,-0.545141,2.441280,0.156246,0.346988,-0.851384,-0.238899,1.761183,3.121378
100,-0.533726,1.623384,0.127412,0.230738,-0.783453,-0.283998,1.171138,2.075629
100,-0.410115,1.715259,0.130968,0.243796,-0.666813,-0.153418,1.237418,2.193100
100,-0.437868,2.147994,0.146560,0.305303,-0.725126,-0.150610,1.549601,2.746387
100,-0.240182,1.732723,0.131633,0.246279,-0.498183,0.017819,1.250017,2.215429
100,-0.500939,1.641409,0.128117,0.233300,-0.752050,-0.249829,1.184142,2.098677
100,-0.505193,1.765845,0.132885,0.250986,-0.765648,-0.244739,1.273912,2.257778
100,-0.376777,2.089880,0.144564,0.297043,-0.660123,-0.093431,1.507677,2.672084
100,-0.536279,2.318776,0.152275,0.329576,-0.834739,-0.237820,1.672806,2.964746
100,-0.484303,1.842589,0.135742,0.261894,-0.750358,-0.218249,1.329277,2.355902
100,-0.651576,1.724994,0.131339,0.245180,-0.909001,-0.394152,1.244441,2.205547
100,-0.326175,2.473409,0.157271,0.351555,-0.634425,-0.017924,1.784361,3.162456
100,-0.498976,1.901363,0.137890,0.270248,-0.769240,-0.228712,1.371677,2.431049
100,-0.746071,2.155910,0.146830,0.306428,-1.033859,-0.458284,1.555312,2.756508
100,-0.396167,2.328093,0.152581,0.330901,-0.695226,-0.097108,1.679528,2.976659
100,-0.521198,1.963500,0.140125,0.279080,-0.795843,-0.246553,1.416504,2.510496
100,-0.395288,1.453704,0.120570,0.206621,-0.631604,-0.158971,1.048728,1.858681
100,-0.680072,2.018792,0.142084,0.286939,-0.958557,-0.401587,1.456393,2.581192
100,-0.751994,2.202727,0.148416,0.313082,-1.042889,-0.461099,1.589086,2.816367
100,-0.525739,2.391755,0.154653,0.339949,-0.828859,-0.222619,1.725454,3.058055
100,-0.690240,1.606472,0.126747,0.228334,-0.938663,-0.441816,1.158937,2.054006
100,-0.601546,1.943580,0.139412,0.276248,-0.874794,-0.328298,1.402133,2.485026
100,-0.460789,1.647972,0.128373,0.234233,-0.712400,-0.209177,1.188876,2.107067
100,-0.435488,1.824461,0.135073,0.259318,-0.700230,-0.170746,1.316198,2.332723
100,-0.666982,1.639143,0.128029,0.232978,-0.917919,-0.416045,1.182507,2.095779
100,-0.511246,1.705346,0.130589,0.242387,-0.767200,-0.255291,1.230267,2.180425
100,-0.401769,1.878776,0.137068,0.267038,-0.670423,-0.133115,1.355382,2.402170
100,-0.392025,1.938778,0.139240,0.275566,-0.664935,-0.119114,1.398669,2.478888
100,-0.555397,1.712204,0.130851,0.243362,-0.811866,-0.298929,1.235214,2.189193
100,-0.406129,1.899452,0.137821,0.269976,-0.676258,-0.136001,1.370298,2.428606
100,-0.607447,2.275549,0.150849,0.323432,-0.903112,-0.311783,1.641622,2.909477
100,-0.318459,2.265592,0.150519,0.322017,-0.613476,-0.023442,1.634439,2.896746
100,-0.675695,1.792792,0.133895,0.254816,-0.938130,-0.413261,1.293352,2.292233
100,-0.289477,1.976344,0.140582,0.280905,-0.565019,-0.013936,1.425769,2.526918
100,-0.397287,2.280734,0.151021,0.324169,-0.693288,-0.101285,1.645362,2.916106
100,-0.433545,1.952022,0.139715,0.277448,-0.707386,-0.159704,1.408223,2.495820
100,-0.521738,2.223503,0.149114,0.316035,-0.814002,-0.229474,1.604074,2.842931
100,-0.487764,1.636574,0.127929,0.232613,-0.738504,-0.237024,1.180654,2.092495
